Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Divination,Ancient Runes,History of Magic,Potions,Charms,Flying
1127,Gryffindor,Stacia,Dietrich,2000-02-21,Left,,621.4372035,-5.343235407,2.220472774,-252.51339,201.29
1128,Slytherin,Wilbert,Cochrane,1997-06-02,Right,-5.207,441.27365,5.134580275,7.952066277,-250.505,-55.18
1129,Hufflepuff,Granville,Watson,1997-10-30,Right,4.39,401.5861921,3.53726097,3.265471216,-246.98415,-30.82
1130,Slytherin,Kenny,Bearden,1998-06-28,Left,-6.449,406.689035,3.767355839,8.036839123,-250.56577,-22.28
1131,Hufflepuff,Ima,Gregg,2001-04-08,Right,5.423,481.4069663,4.346162882,8.718887605,-243.73484,85.45
1132,Hufflepuff,Jo,Sheffield,1997-12-02,Left,7.286,391.9583532,7.726492596,,-243.58068,-54.09
1133,Slytherin,Monica,Schilling,1997-01-22,Right,-6.254,381.2429753,5.349176835,10.62667517,-250.68732,-81.8
1134,Gryffindor,Tessa,Hargett,1999-05-28,Left,4.685,582.1022342,-4.719996511,1.790658752,-253.42221,165.28
1135,Gryffindor,Abigail,Lindberg,2001-07-21,Left,6.793,676.6492791,-4.877350273,5.293230295,-248.12519,186.3
1136,Ravenclaw,Moses,Kowalski,1998-01-01,Left,4.821,558.0766816,6.147902441,8.79116137,-229.10051,28.97
1137,Ravenclaw,Marsha,TRUE,1998-03-21,Left,5.051,598.9081258,6.218876971,8.702420076,-230.38783,-56.62
1138,Ravenclaw,Claire,Mcgee,1997-01-05,Left,7.811,667.3650177,6.043245483,8.956329398,-230.38658,-50.09
1139,Slytherin,Dalia,Perea,2000-05-18,Left,-3.817,369.128334,6.913211022,7.385964412,-249.81096,-107.18
1140,Hufflepuff,Carrie,Mann,1999-11-09,Left,5.488,428.4828784,4.543302568,5.409994649,-244.68908,10.14
1141,Gryffindor,Holly,Berman,1999-06-23,Right,5.782,587.1226586,-6.192850361,-0.5151158896,-253.2036,180.79
1142,Slytherin,Leonard,Gaither,1997-04-28,Right,-7.228,385.6795369,4.801351254,13.29442685,-255.227,-98.85
1143,Hufflepuff,Laverne,Conklin,1997-05-15,Right,3.241,368.8325866,3.104326549,1.877334157,-244.34869,62.72
1144,Ravenclaw,Russell,Finney,1997-05-23,Left,6.579,577.9260935,2.849747089,4.650380934,-230.10206,43.07
1145,Slytherin,Freddie,Bower,1999-01-13,Right,-6.428,420.877524,4.439096023,9.694078393,-254.39264,-86.9
1146,Gryffindor,Hans,Bess,1998-05-08,Left,5.064,631.6451366,-5.834233831,4.17296108,-253.19751,242.96
1147,Gryffindor,Lidia,Silvers,1997-02-18,Left,5.201,574.3059001,-3.846564,2.496533503,-252.48831,172.98
1148,Hufflepuff,Alonso,Nadeau,1999-05-11,Right,5.985,346.1042528,8.951305687,8.289161746,-244.33302,-57.29
1149,Slytherin,Loretta,Gilmer,2000-09-03,Right,-4.002,467.7306239,4.046902032,,-250.88995,-45.31
1150,Slytherin,Henrietta,Rhyne,1999-11-29,Left,-4.97,367.2577787,7.287301301,13.16220024,-248.25433,-111.57
1151,Slytherin,Cameron,Tillery,2000-01-10,Right,-3.671,436.6478558,4.42830141,6.612472653,-250.39719,-44.47
1152,Ravenclaw,Chasity,Slack,2000-12-18,Left,5.694,656.8233326,4.611475494,6.759277528,-230.0763,-18.58
1153,Gryffindor,Geri,Shields,1998-09-03,Right,3.532,596.3349106,-7.909154308,0.1822532757,-257.70969,248.57
1154,Gryffindor,Darwin,Watson,1998-10-23,Left,4.576,552.2314914,-5.422822433,1.339358858,-254.27238,193.6
1155,Gryffindor,Cori,Trask,2000-11-05,Left,7.458,596.0415648,-5.302463281,0.7462587219,-247.33091,152.18
1156,Ravenclaw,Cary,Mcintire,1998-08-05,Right,4.044,606.3666709,5.180588977,6.898083051,-229.59278,-34.59
1157,Hufflepuff,Sylvia,Kirk,2000-05-10,Left,5.217,387.5135921,2.865472492,3.063559969,-245.50112,16.22
1158,Slytherin,Jamey,Irish,1999-07-19,Left,-4.611,348.5352002,8.040279797,9.510015903,-248.55213,-121.99
1159,Gryffindor,Max,Craft,1996-11-30,Left,6.672,621.726839,-6.570257807,3.064924733,-252.35017,273.96
1160,Hufflepuff,Justina,Frierson,1998-07-01,Left,4.766,347.1858613,6.919158021,3.758119287,-243.82141,-46.97
1161,Slytherin,Man,Sepulveda,1999-03-01,Right,-5.279,384.38279,5.783428022,9.148468487,-250.80318,-92.24
1162,Gryffindor,Dewey,Forrest,1999-06-14,Right,4.897,567.4298749,-3.516637478,3.821509202,-253.73418,179.04
1163,Hufflepuff,Ronda,Jamison,1999-07-04,Left,5.782,369.7237797,3.177591553,4.78678622,-246.0371,-2.1
1164,Ravenclaw,Nola,Hawkins,1999-02-16,Left,4.95,603.5352549,4.146638044,6.623329451,-231.56717,2.67
1165,Hufflepuff,Leone,Moya,1997-10-03,Right,6.297,374.1483574,10.16575617,5.771522345,-243.43874,-145.59
1166,Ravenclaw,Dino,Darby,1999-09-15,Right,6.632,671.7224515,4.123705146,4.084778559,-230.28178,-0.07
1167,Ravenclaw,Shanna,Pipkin,2001-02-27,Left,3.713,577.9148592,3.370725893,4.549805406,-233.51402,-6.84
1168,Gryffindor,Kim,Ochoa,1999-11-22,Right,6.975,646.0958716,-4.696797552,4.485535489,-248.43655,201.89
1169,Hufflepuff,Doris,Casey,2001-10-26,Left,3.946,451.6491658,2.122002439,3.010431875,-244.77377,44.66
1170,Ravenclaw,Jim,Mcduffie,2000-07-07,Right,4.503,592.5536744,,6.657375048,-231.70262,40.04
1171,Hufflepuff,Houston,Mills,2000-06-16,Right,3.938,364.9743393,2.749920534,2.028248599,-245.53469,-19.67
1172,Hufflepuff,Santiago,Loy,1998-06-15,Left,7.254,403.057594,6.188177291,4.892718125,-243.31668,-21.84
1173,Hufflepuff,Pearlie,Avila,1998-03-15,Right,5.285,349.1775819,7.022139261,4.964045632,-246.51152,-95.34
1174,Ravenclaw,Candy,Gagne,1997-07-29,Right,5.234,597.0380685,3.869875518,6.265067052,-233.09972,27.06
1175,Ravenclaw,Evelyn,Beebe,1996-12-13,Right,5.412,585.8174469,,7.169587597,-231.54736,2.54
1176,Hufflepuff,Elma,Hamlin,1997-10-08,Left,5.118,401.7253781,5.00902961,4.927521498,-244.09586,-6.84
1177,Gryffindor,Lowell,Lerma,1999-06-05,Left,5.747,584.8399243,-6.190186555,2.197779366,-254.85994,260.75
1178,Hufflepuff,Georgiana,James,1999-08-20,Right,6.302,405.2991984,5.742427163,5.994155107,-243.45882,-8.95
1179,Slytherin,Carole,Thomas,1998-11-08,Left,-2.681,402.5162993,7.5137737,10.36440755,-244.84361,-54.35
1180,Slytherin,Matilda,Mitchell,2001-09-26,Left,-6.502,,2.900611355,7.822423731,-253.53675,-58.82
1181,Ravenclaw,Lenny,Bentley,1997-06-11,Left,4.288,530.3786767,3.547627634,7.059591342,-231.06727,22.27
1182,Hufflepuff,Tamela,Settle,1997-04-12,Right,3.023,417.6398194,6.16625081,5.624784922,-244.74843,-70.21
1183,Slytherin,Johnathon,Faison,1999-07-21,Left,-8.727,370.1073277,1.653840095,8.146059257,-257.95831,-97.47
1184,Hufflepuff,Sal,Alston,1997-06-19,Left,4.42,378.0453367,4.048976645,4.357997186,-246.71401,-2.52
1185,Ravenclaw,Savannah,Macon,1997-07-20,Left,,609.4837914,6.399699365,7.683123918,-231.07326,-53.17
1186,Gryffindor,Lorri,Muir,1999-11-27,Left,2.938,580.8544171,-4.089372569,2.393498761,-254.89564,157.8
1187,Gryffindor,Ashley,Fogg,1999-11-14,Right,5.088,611.3870325,-6.612904555,1.267199881,-255.70441,225.08
1188,Hufflepuff,Alana,Mccauley,1999-12-30,Left,3.437,349.9146039,2.614660131,1.17866966,-246.41935,15.36
1189,Ravenclaw,Bettina,Guajardo,2000-08-22,Left,4.409,597.1987305,5.02815717,5.453880376,-232.89326,21.44
1190,Slytherin,Miguel,Dejesus,1998-05-17,Left,-3.043,398.8402376,5.562087384,7.542451057,-248.32012,-94.88
1191,Hufflepuff,Juli,Loftin,2001-06-28,Left,4.323,586.5526124,-5.007613698,3.211845085,-253.15488,187.96
1192,Ravenclaw,Herman,Perea,1998-10-21,Right,6.375,613.3090858,5.484752253,,-229.39894,39.43
1193,Gryffindor,Venus,Wenger,2001-06-15,Right,,560.0386658,-4.999965678,2.813966986,-252.99809,193.88
1194,Ravenclaw,Louie,Duff,2000-04-04,Right,4.908,615.6517306,4.098155765,3.975167842,-233.57074,-8.57
1195,Gryffindor,Damian,Collins,1998-01-06,Right,6.447,590.0222755,-3.594606314,4.123805517,-250.34329,180.45
1196,Ravenclaw,Leslie,Valle,1999-11-22,Right,,593.8654025,4.846394442,4.352523161,-232.33721,-22.3
1197,Ravenclaw,Lorene,Cates,2001-07-30,Right,6.427,607.830965,4.482521568,5.844549501,-230.26943,-6.18
1198,Hufflepuff,Alexandria,Farmer,1999-03-08,Right,7.119,456.2318579,6.783350966,10.08226338,-243.70232,-37.64
1199,Ravenclaw,Rolando,Braun,1999-01-18,Left,6.768,592.7099527,3.470695184,4.817312467,-232.23808,20.23
1200,Slytherin,Alvaro,Gore,2000-02-21,Left,-6.484,422.2382031,3.383120033,6.352323293,-254.22071,-61.65
1201,Hufflepuff,Sierra,Mcclendon,1997-02-08,Left,5.989,418.4312626,7.372402663,4.929131689,-241.26059,-49.46
1202,Hufflepuff,Adelaida,Faber,1997-06-30,Right,5.643,409.3997805,3.318239036,3.970354843,-243.13422,28.46
1203,Ravenclaw,Hellen,Friday,2001-01-15,Left,6.012,664.6867183,5.146610963,9.727278684,-229.75215,56.52
1204,Ravenclaw,Hope,Schmitt,2000-05-27,Left,4.528,563.8927404,5.243876485,6.183235479,-230.2396,-9.01
1205,Hufflepuff,Bettie,Hammonds,1998-06-12,Left,2.502,351.2967976,4.990752671,1.980453225,-243.73544,10.5
1206,Ravenclaw,Jack,Hulsey,2001-08-15,Right,4.94,604.481486,6.419351267,10.45304376,-230.84066,24.83
1207,Slytherin,Hilary,Fort,1998-05-17,Left,-7.644,421.4898455,4.241106595,10.79023287,-255.55859,-83.77
1208,Slytherin,Morgan,Bunker,1997-02-20,Right,-6.211,376.1884004,5.010692254,7.719662527,-252.97367,-108.23
1209,Gryffindor,Marquis,Mackenzie,1999-07-29,Right,3.172,564.1391609,-4.10908032,1.687917211,-257.77104,168.59
1210,Hufflepuff,Aurora,Grimm,1998-06-06,Right,4.352,415.8101855,5.369094537,4.332949019,-243.01625,5.39
1211,Hufflepuff,Violeta,Bess,1997-02-17,Right,3.684,390.9646366,0.7441380934,-0.385059559,-244.73597,55.37
1212,Slytherin,Stan,Kirkwood,1997-07-04,Left,-5.326,414.2084868,4.662612521,9.000800208,-254.85816,-118.13
1213,Hufflepuff,Camille,Cowley,1997-06-19,Left,4.273,477.5052072,2.001420681,7.692083591,-244.98615,80.46
1214,Hufflepuff,Donnell,Hammons,2000-10-08,Right,3.821,349.553122,-1.516808618,-2.668485263,-246.46714,41.17
1215,Gryffindor,Michell,Dunne,2001-01-05,Right,4.099,628.9002045,-6.142969151,-0.2308618098,-253.78557,166.13
1216,Slytherin,Reed,Cuevas,2001-07-21,Right,-3.556,380.8233985,5.258079282,9.652100388,-247.21761,-92.06
1217,Ravenclaw,Christa,Dunn,2001-05-27,Left,5.858,620.2322369,6.030842266,6.576090773,-229.10443,-15.79
1218,Ravenclaw,Kent,Soule,2000-04-07,Right,4.154,592.8125531,5.13376338,9.721068465,-231.24257,31.14
1219,Ravenclaw,Virgie,Lafleur,2000-08-31,Left,7.273,580.6752829,9.462065223,10.0676923,-230.6949,-63.56
1220,Slytherin,Jamar,Parr,1999-08-27,Left,-6.172,418.4646065,2.456551828,7.144739668,-253.03832,-42.87
1221,Hufflepuff,Rosario,Sharpe,1998-09-30,Left,4.87,392.2615256,5.02971376,6.352898753,-245.78743,6.46
1222,Slytherin,Erika,Bedford,1998-09-23,Left,-5.85,442.6285901,8.306097603,9.717223534,-254.49946,-109.4
1223,Gryffindor,Marianne,Frazer,1998-11-21,Right,6.94,594.7841027,-6.055139844,-1.815418746,-251.18273,159.88
1224,Hufflepuff,Thomas,Fredrickson,2000-11-26,Left,4.469,389.735411,7.503074078,6.082025554,-243.20911,-46.57
1225,Ravenclaw,Dawna,Mackenzie,1998-09-20,Right,4.817,607.9601878,4.070754171,6.416299682,-232.05895,12.14
1226,Gryffindor,Dee,Faison,1999-07-15,Left,4.571,541.4253509,-3.546405192,2.797369176,-254.12503,154.27
1227,Slytherin,Alva,Keen,2000-05-31,Left,-5.613,416.7667305,5.01313933,12.83780621,-253.30657,-80.69
1228,Slytherin,Vincenzo,Straub,1997-05-26,Right,-2.213,407.5755389,4.139196113,6.964780729,-245.73167,-41.66
1229,Slytherin,Kasey,Shelly,1999-12-18,Right,-4.612,380.7298598,6.1347388,12.09163412,-247.60274,-94.2
1230,Ravenclaw,Sofia,Mckay,2001-08-06,Right,5.494,590.0587378,4.647158125,4.336143867,-231.95868,27.37
1231,Ravenclaw,Katheryn,Stover,1998-06-08,Left,5.067,620.5702413,3.046688771,5.897607917,-230.60789,-0.55
1232,Gryffindor,Darryl,Matthew,2001-01-28,Left,5.547,616.9408247,-3.493119349,3.277829305,-251.06188,136.32
1233,Hufflepuff,Deloris,Peachey,2001-05-15,Right,4.827,400.8942576,4.8939384,3.316707299,-243.49307,-6.24
1234,Hufflepuff,Dennis,Passmore,2001-05-24,Left,7.62,425.9171228,4.003928993,5.589494322,-243.50362,15.26
1235,Hufflepuff,Dwight,Jamieson,1998-10-30,Right,4.154,400.6345189,3.243331076,5.443214151,-246.13148,66.7
1236,Ravenclaw,Kimberly,Dent,2001-02-18,Right,2.793,561.5433484,4.13227045,5.86753301,-232.13026,22.77
1237,Gryffindor,Isiah,Abreu,1997-03-17,Left,8.561,656.6807117,-5.109491822,3.746671361,-246.45977,188.39
1238,Hufflepuff,Dwight,Bosley,1999-01-29,Left,3.216,421.4552535,2.928834585,2.496961433,-243.15869,-20.39
1239,Slytherin,Sonja,Gillespie,1997-08-11,Left,-4.838,443.0590923,6.270508302,13.17291327,-251.87001,-94.91
1240,Hufflepuff,Stephanie,Hackney,1998-03-28,Right,4.935,442.0216519,2.800538241,4.415497427,-245.28454,23.82
1241,Slytherin,Hershel,Means,1998-01-19,Right,-6.265,392.4772236,3.367259024,10.57601836,-252.09759,-62.84
1242,Hufflepuff,Kathryn,Nesmith,1999-07-27,Right,2.407,,5.786868815,6.059043807,-244.27759,21.85
1243,Ravenclaw,Alba,Pulido,1997-11-18,Right,6.644,612.7833543,1.582365732,2.981073236,-233.38625,5.25
1244,Hufflepuff,Lester,Villegas,1997-08-12,Right,8.86,445.3539883,9.102568748,8.553961805,-241.60078,-72.68
1245,Hufflepuff,Eve,Kelsey,1996-11-17,Left,3.581,399.2261134,6.451626529,7.34370113,-245.84529,-79.97
1246,Ravenclaw,Leonard,Jude,1997-06-30,Left,4.378,570.4574587,6.518352583,7.363749184,-231.08758,-52.91
1247,Ravenclaw,Jordon,Scribner,1997-01-19,Left,4.469,,5.136587353,11.70333686,-228.48187,4.57
1248,Ravenclaw,Curt,Bradley,1998-09-14,Left,6.558,586.4470526,5.303163323,8.675478604,-230.57542,-2.71
1249,Hufflepuff,Dalton,Mcdermott,1997-04-26,Left,3.595,363.7554319,4.166469509,4.160030625,-245.17657,34.98
1250,Hufflepuff,Leslie,Perron,1997-05-01,Right,6.745,423.0644432,6.193890581,6.454055777,-242.983,-5.44
1251,Hufflepuff,Nestor,Tafoya,2001-09-16,Right,5.363,444.8687566,9.462051565,8.489316357,-243.7439,-40.45
1252,Hufflepuff,Murray,Evans,1996-11-27,Left,5.011,361.4712485,1.811796497,3.38166193,-246.94736,52.84
1253,Hufflepuff,Lauri,Nieto,1998-03-19,Left,7.082,411.5496493,6.307597411,8.684715525,-243.92184,-36.54
1254,Slytherin,Isabella,Smoot,1998-01-25,Left,-5.451,354.4084611,6.913839901,9.073407533,-251.04936,-118.2
1255,Ravenclaw,Kareem,Mullins,2000-07-21,Left,3.202,579.2327129,5.356656632,3.018787235,-232.48503,-84.22
1256,Ravenclaw,Ida,Leroy,1997-05-27,Left,6.119,589.2348978,3.580280057,4.894103012,-228.81387,60.16
1257,Ravenclaw,Gina,Crittenden,1999-05-28,Right,5.991,626.8718709,8.012972768,8.457596347,-231.79284,-54.81
1258,Ravenclaw,Herlinda,Thornburg,1999-07-24,Left,5.075,561.8108685,5.217641246,5.696484276,-230.02115,-34.52
1259,Gryffindor,Darrin,Lees,2001-10-20,Right,5.13,575.6337078,-7.868142329,-0.7506760295,-254.13797,239.94
1260,Hufflepuff,Kelsey,Shelley,1998-01-12,Right,3.138,365.677279,4.324503724,3.47922738,-247.29347,-0.46
1261,Hufflepuff,Jeramy,Wolford,1998-05-10,Right,4.872,397.741958,3.350829022,1.397983304,-245.65367,-52.94
1262,Hufflepuff,Patrice,Osborne,1997-06-08,Right,,427.2602562,2.91869359,6.79865033,-245.66609,24.81
1263,Slytherin,Troy,Burden,1999-02-24,Right,-6.835,398.5420128,2.195020839,9.584011383,-250.85195,-20.9
1264,Slytherin,Stan,Taylor,2001-01-31,Right,-6.254,407.0094209,5.919075159,10.43424815,-254.81898,-117.52
1265,Ravenclaw,Raleigh,Boles,2001-03-20,Right,4.351,608.2375584,4.81034347,7.673509175,-229.85248,1.75
1266,Slytherin,Russel,Curtin,1997-01-09,Left,-6.541,333.3277715,6.143255659,10.2573994,-249.34071,-105.45
1267,Slytherin,Junior,Alexander,1997-08-07,Left,-7.238,388.8423621,1.985390215,9.113757879,-252.85563,-51.66
1268,Hufflepuff,Mike,Rudd,1999-02-03,Right,5.31,370.0114721,5.33964824,3.156701302,-242.09362,-17.11
1269,Gryffindor,Frances,Bock,2001-04-20,Right,4.228,585.700084,-6.117984893,2.595979262,-253.66158,222.95
1270,Hufflepuff,Josefa,Wynne,2000-10-28,Right,6.131,390.6821332,5.043368263,4.817679551,-244.43958,-8.81
1271,Gryffindor,Tiffany,Titus,2001-01-19,Left,5.372,631.7188664,-6.84018068,0.3051585674,-252.81478,194.67
1272,Slytherin,Rosemarie,Barnard,1999-05-29,Left,-2.677,,7.716222515,10.57195943,-246.3612,-80.93
1273,Gryffindor,Tammy,Doyle,2001-01-24,Right,6.263,592.00084,-2.668851393,4.948600306,-251.23498,158.75
1274,Hufflepuff,Isidro,Maclean,2000-08-18,Left,4.055,357.0338123,7.296204153,5.63992812,-243.70857,-7.83
1275,Hufflepuff,Isaias,Humphreys,1999-10-22,Right,5.421,451.9070925,9.523807457,7.462192712,-239.17927,-81.01
1276,Hufflepuff,Dominic,Merchant,1997-03-08,Left,,307.8595363,1.854336214,-4.697483768,-245.70331,-12.03
1277,Gryffindor,Colleen,Hairston,1998-11-06,Left,6.278,581.9644625,-5.368728442,2.165922109,-251.8783,208.46
1278,Hufflepuff,Gilda,Martens,1998-05-14,Right,4.805,447.4991694,4.540770683,6.353206772,-242.82909,4.82
1279,Hufflepuff,Anita,Mccall,2000-12-15,Right,2.204,410.2003138,4.968007254,4.461261039,-242.86122,67.17
1280,Ravenclaw,Marybeth,Tam,1997-01-23,Left,6.004,631.9235524,5.361209926,8.16989103,-229.39669,-4.26
1281,Hufflepuff,Fabian,Bloom,1998-02-09,Left,3.721,334.0960999,6.364397247,4.516180534,-246.69288,-29.6
1282,Slytherin,Rita,Madrid,1997-06-29,Right,5.079,601.73301,,6.365428166,-231.31548,-101.79
1283,Hufflepuff,Gayle,Bolling,2001-08-11,Right,9.282,422.8387131,7.520979056,7.205084061,-242.90271,-41.32
1284,Slytherin,Samatha,Duffy,2000-02-28,Right,-5.561,413.6820889,2.763476347,7.133726215,-250.53828,-30.53
1285,Gryffindor,Marshall,Giron,2000-06-19,Right,3.878,576.4728319,-4.468341367,0.5810204151,-254.28586,130.13
1286,Hufflepuff,Juana,Rendon,1998-04-16,Right,5.26,,5.707691519,5.165229148,-245.57119,-51.15
1287,Hufflepuff,Sheri,Mccool,1996-12-15,Left,4.939,437.3884994,,,-244.79336,21.42
1288,Ravenclaw,Rex,Ault,2001-09-23,Right,4.305,560.6552084,3.944574608,4.578843138,-231.56656,-0.04
1289,Hufflepuff,Carmel,Adams,1999-08-19,Right,3.697,433.9123414,3.722084798,5.212281266,-244.00415,57.52
1290,Ravenclaw,Barrett,Sweeney,1999-12-07,Left,4.077,588.5024065,7.23296112,6.539310518,-230.78552,-17.99
1291,Hufflepuff,Tommy,Stidham,1999-09-23,Left,6.97,489.3256366,8.227162283,12.75977926,-240.92007,41.67
1292,Slytherin,Franklin,Groves,1997-06-25,Right,-2.893,382.5045122,6.080210002,8.636264156,-247.77766,-99.74
1293,Slytherin,Lourdes,Shivers,1999-01-28,Left,-4.159,412.2427664,8.714694433,13.33790237,-250.58543,-115.95
1294,Ravenclaw,Alyson,Vickers,1997-02-03,Right,6.152,578.888092,7.130026084,10.24007343,-230.08045,-12.09
1295,Slytherin,Garrett,Getz,2000-04-09,Right,-5.821,438.1783633,4.243040795,10.73670013,-251.55271,-56.57
1296,Ravenclaw,Saul,Thornton,1999-04-09,Left,3.731,600.6131943,5.627245781,8.64924494,-230.97694,1.05
1297,Hufflepuff,Darwin,Gillespie,1998-10-04,Left,4.792,424.3572745,7.354043215,,-243.82852,-37.9
1298,Ravenclaw,Tiffany,Wagoner,2001-05-05,Right,6.517,745.3962199,6.25148177,11.08270314,-227.55277,-51.78
1299,Ravenclaw,Lauretta,Edge,1997-07-18,Right,7.068,593.5563653,5.546199111,7.324133539,-230.88735,-9.45
1300,Slytherin,Les,Asher,2001-06-18,Right,-2.965,429.2592156,5.236723058,9.904292397,-246.50998,-49.7
1301,Gryffindor,Richie,Mcmanus,1997-07-06,Left,5.275,604.8468443,-5.935517155,1.245711458,-251.72993,189.47
1302,Hufflepuff,Alice,Novak,2000-06-27,Left,6.342,518.1445521,0.4861756361,7.620085143,-244.66899,76.83
1303,Hufflepuff,Ivonne,Binder,1999-12-03,Left,6.005,353.9804921,5.560624367,3.524094397,-243.62155,-103.27
1304,Gryffindor,Trena,Crain,1998-11-18,Left,3.386,595.6263068,-4.0918495,1.796659051,-254.14671,120.61
1305,Slytherin,Shelby,Hough,1997-11-01,Right,-5.299,413.023398,4.040321577,8.722122162,-253.75329,-95.42
1306,Hufflepuff,Denver,Whitney,1997-07-05,Left,7.129,391.4918697,5.40278111,2.813915625,-242.76544,-24.64
1307,Ravenclaw,Lindsey,Horowitz,2000-03-25,Left,5.235,610.5440738,3.62339794,5.199780639,-230.6434,-0.76
1308,Ravenclaw,Nita,Girard,2001-10-22,Right,3.858,646.434155,4.465630541,9.451016026,-233.20823,6.49
1309,Gryffindor,Ivory,Pendergrass,1997-04-28,Right,3.168,589.2382289,-3.260270316,5.359299611,-253.72956,168.14
1310,Ravenclaw,Gaye,Kimble,1999-02-14,Left,2.2,510.2795638,3.814968068,3.838182819,-232.93177,28.8
1311,Hufflepuff,Vicky,Soto,2000-02-17,Left,4.533,393.335886,6.391185025,4.757301269,-243.78583,-32.65
1312,Hufflepuff,Curtis,Nunez,1997-09-17,Left,5.329,345.0503597,4.734478041,4.360911894,-245.79261,30
1313,Gryffindor,Elden,Word,1997-05-20,Right,4.454,563.7763169,,1.623438184,-253.22216,170.02
1314,Hufflepuff,Dionne,Ingraham,2001-07-27,Right,7.054,395.3856078,7.330429213,4.722282456,-242.86968,-42.43
1315,Hufflepuff,Easter,Searcy,1999-11-21,Left,3.918,384.4572008,4.402631049,6.07167095,-245.97086,37.5
1316,Hufflepuff,Ruben,Hyman,1999-01-24,Right,3.446,388.9235062,2.916588693,4.100150426,-244.67567,63.26
1317,Slytherin,Lia,Layton,2000-06-27,Right,-8.724,358.797745,4.519683859,11.22724797,-254.08147,-83.95
1318,Slytherin,Luisa,Ritchie,1998-05-25,Right,-3.18,413.5424948,5.92199279,7.743977376,-248.24301,-68.3
1319,Hufflepuff,Della,Kirkwood,1999-08-06,Right,4.552,426.8569591,2.878032563,5.39859903,-244.07179,64.01
1320,Gryffindor,Gale,Redmon,2001-09-15,Left,3.886,566.3974045,-6.163414882,1.93203207,-255.26949,242.28
1321,Gryffindor,Cecil,Jeffries,1998-04-08,Left,3.016,581.358125,-3.337575677,5.860847776,-253.60766,132.23
1322,Hufflepuff,Jennie,Easterling,2000-06-14,Left,4.226,,7.3603277,7.192102588,-243.7039,-2.11
1323,Gryffindor,Kimberlee,Brand,1998-05-06,Left,4.275,598.5605099,-6.462696642,-1.295070867,-253.10627,137.77
1324,Ravenclaw,Homer,Matlock,1999-04-13,Right,5.241,,4.384643809,8.841729573,-227.02916,23.91
1325,Gryffindor,Ariel,Lilley,2001-04-14,Left,5.396,633.8985207,-5.844052919,2.245881659,-251.8144,190.15
1326,Ravenclaw,Leone,Loera,1997-07-16,Left,6.107,610.2223477,3.441805631,4.542265872,-233.07807,-17.24
1327,Ravenclaw,Augusta,Graham,1998-01-01,Right,2.926,570.7156403,4.38775264,7.263357843,-232.46216,26.79
1328,Gryffindor,Christi,Dykes,1999-04-18,Right,4.584,650.3714054,-3.777144139,4.823160853,-253.95703,173.76
1329,Gryffindor,Terry,Guillory,1998-08-02,Left,3.67,592.9770505,-3.352329966,4.258818295,-255.42444,163.21
1330,Gryffindor,Fermin,Shockley,2001-03-28,Left,2.952,613.4637715,-5.792643074,4.45427308,-256.97819,218.63
1331,Hufflepuff,Melba,Cornelius,1999-04-11,Left,7.129,427.7733183,1.958259202,5.151495461,-246.58968,11.84
1332,Ravenclaw,Dena,Bowles,2000-09-28,Left,4.426,603.7964976,6.147707132,6.574341934,-231.80143,-38.42
1333,Hufflepuff,Wilfred,Sheffield,1999-07-18,Right,7.123,458.4435171,3.351570928,6.365765609,-242.50524,34.4
1334,Ravenclaw,Jere,Bogan,1999-05-13,Right,2.753,618.4295809,5.255572928,8.140323593,-230.72544,-15.19
1335,Slytherin,Suzan,Bragg,1998-06-16,Right,-7.284,406.5583058,3.001861975,8.524513858,-253.47663,-52.24
1336,Ravenclaw,Johnnie,Lassiter,2001-02-12,Left,4.625,572.2381947,3.408980133,6.228636706,-227.73971,26.56
1337,Hufflepuff,Brandie,Lerner,2000-09-22,Left,2.563,435.3374757,0.8074719173,1.451881965,-245.53957,33.64
1338,Ravenclaw,Tanya,Farrar,1997-12-08,Right,5.546,615.4691648,6.007498762,5.636514138,-227.63075,-23.64
1339,Hufflepuff,Lorri,Dagostino,1997-02-04,Left,7.832,,0.9455620695,6.224446692,-245.02991,-17.8
1340,Slytherin,Napoleon,Silver,1998-07-09,Left,-4.427,416.8643687,4.502794566,7.443034965,-248.43755,-30.25
1341,Ravenclaw,Shari,Bernier,1999-12-02,Left,7.068,615.3352317,6.926695547,6.533136011,-230.69812,-52.58
1342,Hufflepuff,Tonia,Fournier,1999-06-19,Right,7.589,459.503977,5.480048354,9.919950482,-244.29845,-15.74
1343,Slytherin,Dorsey,Creighton,1998-10-04,Right,-6.856,404.7138874,5.98923231,11.86027711,-252.4308,-85.84
1344,Ravenclaw,Latoya,Gifford,2001-06-23,Right,4.027,559.9547663,2.605916259,5.412885612,-230.72708,47.97
1345,Hufflepuff,Porter,Healy,1998-09-17,Right,4.203,453.8188181,2.689073217,4.411228191,-245.23264,43.25
1346,Slytherin,Morton,Grantham,1997-10-16,Left,-3.426,359.8122093,8.747048017,10.98167567,-248.55556,-140.12
1347,Hufflepuff,Kristine,Burdick,1997-06-29,Left,5.835,352.6472817,5.321489028,1.245529776,-243.25635,-42.01
1348,Gryffindor,Pablo,Rome,1997-01-20,Left,4.485,594.9090034,-3.816181092,3.442564663,-251.84858,130.93
1349,Slytherin,Genaro,Keyes,1997-04-04,Right,-5.633,380.043682,3.058946807,9.62975813,-249.56645,-45.64
