Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Muggle Studies,Transfiguration,Care of Magical Creatures
594,Ravenclaw,Michaela,Levi,2000-12-12,Left,56619,-430.6524557,6.837672971,4.306524557,582.7456521,1045.332865,-0.5415042156
595,Ravenclaw,Marcos,Baylor,2001-06-24,Left,38823,-574.4242788,9.460452149,5.744242788,264.6128678,1033.425121,-1.243493352
596,Hufflepuff,Gerardo,Paquette,1998-12-26,Left,68601,486.6954935,9.132216167,-4.866954935,-656.7589475,1059.551361,1.211901897
597,Gryffindor,Alfredo,Langston,1997-06-25,Right,37987,217.269672,-6.077744119,-2.17269672,-842.708522,946.6827057,-0.6951845286
598,Ravenclaw,Hunter,Isom,2000-12-19,Right,61355,-589.4798999,3.645427599,5.894798999,481.6491556,1043.234755,0.2087106126
599,Slytherin,Tillie,Caldwell,1999-12-17,Right,46379,-623.4580673,-5.078696292,6.234580673,-605.1976941,1033.862068,0.6351933169
600,Ravenclaw,Margaret,Bordelon,1999-08-09,Left,,-625.9625073,4.997504991,6.259625073,544.610349,1043.649098,0.971506846
601,Ravenclaw,Ignacio,Nagy,2000-06-23,Right,47484,-739.4546374,3.820398336,7.394546374,437.1379585,1043.941479,-1.407030479
602,Slytherin,Oliver,French,1999-03-09,Left,62494,-615.8800165,-5.860764957,6.158800165,-483.0273753,1052.07504,0.4205480692
603,Gryffindor,Rebeca,Santoro,1998-09-04,Left,37028,443.0747247,-6.308608955,-4.430747247,-294.4765226,961.206305,-0.4398271876
604,Ravenclaw,Leonor,Smoot,2000-05-02,Right,47466,-734.9979265,4.408438322,7.349979265,458.4575184,1043.313565,-1.635070037
605,Ravenclaw,Verla,Breedlove,1999-12-08,Left,32520,-477.0892308,5.065645815,4.770892308,545.1946533,1047.560511,-1.14600797
606,Ravenclaw,Loren,Free,1996-12-05,Right,46653,-285.7836823,7.217582718,2.857836823,626.6205126,1044.581017,1.249410689
607,Ravenclaw,Jolene,Bouchard,2001-02-24,Right,71311,-497.5708771,7.177095283,4.975708771,229.378337,1013.563977,1.7296298
608,Slytherin,Rufus,Hanna,1998-05-21,Right,55282,-500.1574033,-6.396002139,5.001574033,-522.263725,1064.03329,0.08340010575
609,Hufflepuff,Daniel,Mack,2000-09-12,Right,55999,563.1975419,6.383589184,-5.631975419,-528.8854871,1042.872644,-0.3559642301
610,Ravenclaw,Lenard,Gossett,1998-01-20,Right,32545,-581.7749883,4.241942955,5.817749883,426.358594,1051.880345,-2.143138693
611,Ravenclaw,Roxie,Mccue,1997-09-20,Left,55893,-590.6621574,4.551859005,5.906621574,134.4236509,1037.642867,-0.3512637129
612,Slytherin,Dorcas,Espino,1999-04-14,Left,47617,-587.0672408,-5.151170945,5.870672408,-530.9303384,1042.824558,1.549671397
613,Hufflepuff,Sung,Leake,2001-08-04,Right,67535,492.9444102,6.062585087,-4.929444102,-766.1069914,1080.546372,0.7284288043
614,Gryffindor,Jackie,Craven,1998-10-20,Right,48957,660.8011784,-3.473131903,-6.608011784,-398.7870053,959.3624643,1.445010768
615,Gryffindor,Grady,Hunter,1997-04-16,Right,60649,604.751042,-4.761269086,-6.04751042,-330.0797912,942.2097639,-2.06423093
616,Ravenclaw,Earline,Goss,1999-10-27,Right,66977,-520.2579349,2.28416135,5.202579349,535.0924575,1044.244976,-1.081960482
617,Ravenclaw,Stanford,Eng,2001-02-03,Left,58358,,2.726615687,6.210986752,529.1412446,1042.776345,-1.05530154
618,Gryffindor,Herschel,Roller,2001-04-25,Right,-4491,-467.190869,3.310142457,4.67190869,225.3199967,1059.975537,
619,Hufflepuff,Rob,Cahill,2000-05-09,Left,38341,408.7345615,5.982793573,-4.087345615,-36.59365886,1009.498459,-0.01409500413
620,Slytherin,Keenan,Mccracken,1998-09-30,Right,65402,-341.067181,-6.770930139,3.41067181,-308.9725153,1046.977164,1.143835009
621,Slytherin,Dianne,Morrison,1997-08-17,Right,38650,,-2.597901131,6.872203074,-767.5737988,1052.284161,0.1845896795
622,Gryffindor,Pricilla,Ngo,1999-06-13,Left,47927,585.1630453,-3.723668334,-5.851630453,-598.2364019,947.0646941,-0.03439955352
623,Hufflepuff,Fanny,Krieger,1996-12-17,Left,40693,699.4334416,5.833764276,-6.994334416,-564.3719682,1047.864272,-0.7522931638
624,Gryffindor,Stephan,Pointer,2000-02-09,Right,8871,487.4959645,-5.197873502,-4.874959645,-542.0808407,962.0306385,-2.599141661
625,Gryffindor,Jacqueline,Kell,2000-01-09,Right,49928,610.0768211,-4.82042732,-6.100768211,-291.3901288,930.9084856,-0.2556518793
626,Hufflepuff,Jorge,Somers,1998-09-30,Right,29262,760.3429037,5.657914622,-7.603429037,-300.6437654,1032.449984,0.3785289156
627,Hufflepuff,Delphine,Derr,2000-01-10,Left,51351,374.2853949,6.641025542,-3.742853949,-498.9724079,1049.66228,0.1332297904
628,Gryffindor,Shelia,Fitzgerald,1998-08-15,Left,67436,454.142253,-6.122203362,-4.54142253,-329.4947898,942.0255756,1.315561554
629,Hufflepuff,Migdalia,Allison,1997-02-28,Left,68124,650.4188539,1.368950797,-6.504188539,-674.4606478,,-0.4576328906
630,Gryffindor,Wallace,Conklin,2000-10-20,Right,60918,400.3229498,-5.874430525,-4.003229498,-592.5340419,939.1084106,-0.7868169163
631,Ravenclaw,Douglas,Yamamoto,1998-09-06,Right,31926,-533.7511005,4.69809958,5.337511005,448.9909525,1051.474763,-2.653451252
632,Ravenclaw,Orville,Neuman,1997-09-15,Left,52012,-545.0794909,3.052108863,5.450794909,368.4931477,1037.501969,1.040191817
633,Hufflepuff,Marjory,Bayer,1997-05-13,Left,69088,535.4303868,4.048432964,-5.354303868,-748.340081,1076.666182,-1.545167196
634,Ravenclaw,Olive,Hendrick,2000-07-23,Right,42350,-599.5641199,7.824663315,5.995641199,107.0412823,1022.230484,0.9028841202
635,Ravenclaw,Mai,Pickens,1997-01-10,Right,54349,-693.5505849,3.979581427,6.935505849,607.0951785,1042.695365,-1.098967704
636,Ravenclaw,Rita,Radford,2000-05-26,Left,57378,-639.1249721,6.063934221,6.391249721,356.9216216,1026.39477,-0.08599176945
637,Slytherin,Jesus,Coons,2001-01-29,Right,38694,-577.0812468,-2.870294517,5.770812468,-685.7608414,1082.239241,
638,Ravenclaw,Micheal,Connell,1996-11-17,Left,50427,-308.6330461,,3.086330461,613.2895736,1070.062688,-0.3563614447
639,Hufflepuff,Bertram,Givens,1996-12-14,Left,49776,476.3763833,3.70592466,,-709.9491986,1064.043933,-2.255153386
640,Hufflepuff,Wilburn,Upchurch,2000-08-13,Left,71166,468.6621312,2.621639273,-4.686621312,-770.791716,1085.968078,0.8479681528
641,Slytherin,Kenya,Cole,1998-09-22,Right,42421,-626.4249286,-5.458226016,6.264249286,-541.9516976,1056.276506,1.616682344
642,Slytherin,Kylie,Duval,1996-12-25,Left,24911,-556.7778641,-5.628809309,5.567778641,-571.6907844,1082.313194,0.2511220884
643,Ravenclaw,Jerry,Gunn,1999-11-29,Left,49925,-546.9660941,8.465340453,5.469660941,238.3546108,1034.555481,-0.4210273366
644,Hufflepuff,Alison,Battaglia,1999-06-22,Left,71906,,0.975409787,-2.701038012,-790.1616736,1079.927383,0.01148754023
645,Slytherin,Carmella,Ennis,2000-05-01,Right,49428,-434.1532577,-5.446190501,4.341532577,-560.4151712,1061.025203,1.243811666
646,Hufflepuff,Rodney,Bradford,2001-03-17,Left,46328,720.2056186,4.42423069,-7.202056186,-607.407471,1061.664535,0.2774149808
647,Hufflepuff,Tena,Holden,1999-03-18,Right,55393,370.0487277,4.257314453,-3.700487277,-547.3557303,1050.292786,1.247136212
648,Hufflepuff,Darren,Gilbert,1999-12-03,Right,73111,206.2341293,6.199773691,-2.062341293,-576.0468157,1051.205162,0.4089873057
649,Slytherin,Olin,Sewell,1998-01-17,Right,49594,-435.8130991,-4.125073593,4.358130991,-600.8295895,1056.306533,1.171008667
650,Slytherin,Liz,Treadway,1997-12-18,Right,31416,-600.6628289,-4.228617665,6.006628289,-612.0283669,1061.816175,-0.9715763749
651,Slytherin,Lynwood,Labelle,2001-11-03,Right,42842,-536.5456381,-6.438031629,5.365456381,-526.6593152,1067.930926,1.393374856
652,Hufflepuff,Cristy,Pardo,1999-09-01,Right,74932,488.9053746,4.797673468,-4.889053746,-982.6816811,1090.490143,-0.6157751808
653,Slytherin,Benita,Mcclain,1998-07-14,Left,47009,-487.6472406,-3.945846798,4.876472406,-374.9901803,1027.931096,0.3118573394
654,Ravenclaw,Brianna,Shaw,2001-05-20,Right,10162,-573.2050161,3.501255921,5.732050161,461.9326863,1063.822555,-1.351864786
655,Hufflepuff,Ella,Schreiber,1998-09-09,Left,43624,496.9096578,5.302900671,-4.969096578,-335.7433471,1034.82393,-0.3663547195
656,Ravenclaw,Garland,Inman,2001-04-09,Right,60930,-697.2616601,6.17771887,6.972616601,273.7552569,1043.223621,0.9826564459
657,Gryffindor,Yesenia,Burchfield,1997-09-30,Left,45611,347.8291683,-6.580078768,-3.478291683,-634.700053,943.2112202,0.9091033031
658,Gryffindor,Kurtis,Mcnamara,2000-01-19,Left,64436,676.209847,-4.985534386,-6.76209847,-304.0809206,942.2067877,-0.9457900159
659,Hufflepuff,Charlie,Dugan,2001-08-15,Right,17747,532.6000365,7.469208563,-5.326000365,-222.2258648,1018.676834,0.4310667732
660,Slytherin,Richelle,Graf,1998-08-09,Left,23236,-741.80851,-3.253251091,7.4180851,-544.4665809,1076.0738,-0.4666070916
661,Hufflepuff,Brice,Vail,2000-05-06,Left,65642,559.8076465,5.393921152,-5.598076465,-487.0959553,1053.427071,-0.3498050148
662,Slytherin,Eleanore,Hartley,1998-07-20,Right,19873,-627.3310206,-5.954995669,6.273310206,-526.5843187,1066.114194,1.359712781
663,Ravenclaw,Antoine,Murdock,2001-06-01,Left,62891,-363.8864747,7.874109798,3.638864747,465.9940229,1058.60517,0.7420828532
664,Ravenclaw,Claudette,Gann,2000-05-12,Left,64120,-647.4102422,6.290895033,6.474102422,,,-1.036514359
665,Hufflepuff,Kirby,Riley,1998-11-08,Right,40972,491.7967363,7.337805709,-4.917967363,-221.7344402,1033.125294,1.480164238
666,Slytherin,Pierre,Higdon,1998-01-12,Left,46490,-610.0493304,-2.773525571,6.100493304,-580.7803339,1047.273398,-1.526607756
667,Hufflepuff,Leilani,Crisp,1997-09-21,Left,15925,805.582843,5.339314564,-8.05582843,-350.684509,1035.542298,1.35097819
668,Hufflepuff,Michale,Langlois,2001-06-07,Left,69160,300.5496935,2.538591632,-3.005496935,-852.6869054,1085.144538,
669,Hufflepuff,Lulu,Winn,2000-11-09,Left,51016,519.6336699,5.571092322,-5.196336699,-447.316085,1046.367008,-0.2780737771
670,Gryffindor,Vilma,Zhang,2000-06-27,Right,37931,535.1601892,-7.08155457,-5.351601892,-130.3186789,943.2612429,-0.4660175989
671,Gryffindor,Keenan,Buckner,1997-07-01,Right,53787,723.7388468,-3.273225734,-7.237388468,-832.3290438,954.5156571,-0.4312090357
672,Slytherin,Kellie,Fritz,1998-10-06,Right,53395,-343.0977978,-5.14873929,3.430977978,-353.6193153,1049.619773,0.2773780375
673,Ravenclaw,Trevor,Durand,1999-05-07,Right,61337,-584.6479624,4.349408073,5.846479624,645.5853773,1051.921886,-0.9065310225
674,Hufflepuff,Ahmad,Garner,1999-03-30,Right,56496,310.3222475,,-3.103222475,-790.5803238,1059.398604,1.669501277
675,Ravenclaw,Sherwood,Drake,2001-04-12,Right,8293,-300.0700123,7.809491454,3.000700123,387.9607275,1077.17848,0.3969150803
676,Hufflepuff,Harriett,Esquivel,2000-01-30,Left,48872,449.8728586,4.680708651,-4.498728586,-455.5246545,1048.465807,0.7762841241
677,Gryffindor,Cherie,Payne,1999-12-02,Right,39887,542.1615787,-5.519751078,-5.421615787,-618.9237072,938.7835423,-1.814790396
678,Ravenclaw,Richie,Darnell,1999-10-15,Left,44348,-493.8838976,4.031818167,4.938838976,469.837063,1059.369844,-0.1317478197
679,Hufflepuff,Elden,Kauffman,1999-11-30,Left,34812,646.6169348,3.575001144,-6.466169348,-374.5873043,1043.739051,-1.066661938
680,Slytherin,Henry,Wahl,1998-06-27,Left,56510,-484.6402736,-5.603982453,4.846402736,-514.4701472,1066.76272,-1.06450133
681,Ravenclaw,Corrine,Howland,2000-12-06,Left,58642,-439.3930493,-4.475765535,4.393930493,-362.8937329,1037.671868,-1.492403958
682,Ravenclaw,Noble,Criswell,1997-03-01,Left,51745,-535.2110604,2.996279391,5.352110604,607.3034601,1055.219436,0.1754770218
683,Hufflepuff,Ruth,Shackelford,1997-08-15,Right,45826,532.851736,7.222445112,-5.32851736,-313.8096521,1035.658629,1.309924206
684,Ravenclaw,Maynard,Rash,1997-09-12,Right,23903,-653.9460907,3.827125436,6.539460907,676.2706704,1080.467376,0.1191296588
685,Slytherin,Mina,Belanger,2000-01-25,Right,42907,-568.8396992,-1.010892415,5.688396992,-529.1362678,1043.390838,-0.7704994257
686,Slytherin,Garfield,Leal,2000-06-03,Left,59657,-437.7623369,-4.586521604,4.377623369,-591.3094256,1074.648369,0.8291659959
687,Hufflepuff,Rose,Desimone,2000-10-03,Left,39994,628.3662849,5.272244762,-6.283662849,-227.3664574,1025.991576,-1.623297246
688,Ravenclaw,Theodora,Sawyers,1998-12-31,Right,21541,-399.3505396,2.516818266,3.993505396,453.6072199,1067.058264,0.5234738232
689,Ravenclaw,Barb,Gonzalez,2000-07-11,Right,73176,-566.1450426,3.627426071,5.661450426,711.0577907,1049.29342,-0.5775305544
690,Ravenclaw,Juan,Drayton,1999-03-22,Left,65671,-440.3387601,6.311156607,4.403387601,646.528726,1056.02466,-0.9818783024
691,Ravenclaw,Nelson,Julian,1998-02-12,Left,28514,-510.0493124,3.612721156,5.100493124,611.6509327,1076.948894,0.7233692818
692,Ravenclaw,Camilla,Baumann,1997-12-09,Left,53897,-506.4176089,4.62206114,5.064176089,546.7596297,1057.473736,
693,Slytherin,Doug,Verdin,1997-11-15,Left,63060,-491.458653,-5.731569138,4.91458653,-486.4449331,1056.516609,-0.09898775052
694,Ravenclaw,Blake,Easterling,2000-12-15,Right,44716,-546.0124951,6.949796789,5.460124951,345.1408219,1040.085626,0.3804339576
695,Gryffindor,Lesley,Skinner,2000-03-18,Left,66836,342.1291391,-4.014075488,-3.421291391,-760.4548185,952.6968148,0.4423223158
696,Ravenclaw,Louis,Wasson,2001-04-27,Right,62124,-539.0049144,4.711869637,5.390049144,590.8357873,1037.080856,-1.473923932
697,Ravenclaw,Goldie,Dill,1997-04-26,Left,43116,-599.1020826,4.321074001,5.991020826,,1052.359602,0.5766468667
698,Ravenclaw,Jeana,Huynh,2000-12-01,Left,19230,-380.4712717,7.357802824,3.804712717,537.5619956,1065.913824,0.739965444
699,Gryffindor,Manual,Fredericks,2000-03-04,Right,38734,741.8893737,-6.014812224,-7.418893737,-393.1405769,942.0145756,-0.624153687
700,Hufflepuff,Nicolas,Prescott,2000-10-27,Right,43551,717.5571811,5.872995559,-7.175571811,-742.0709218,1064.751385,-0.6768495654
701,Hufflepuff,Kay,Barry,2001-02-06,Left,48581,596.9110244,4.892875037,-5.969110244,-638.8944818,1061.631331,0.8356000895
702,Ravenclaw,Andrea,Ladd,2001-10-31,Right,39281,-379.2497575,5.949923488,3.792497575,744.6161328,1066.120089,0.1166304189
703,Ravenclaw,Princess,Crisp,2000-10-14,Right,27161,-338.3168256,6.652669602,3.383168256,577.9051951,1050.050217,-0.9977523936
704,Gryffindor,Blaine,Bullard,2000-04-07,Left,47924,-341.941008,4.230244979,3.41941008,306.329952,1052.344963,1.048844017
705,Hufflepuff,Tommy,Hendrickson,2000-11-13,Right,37022,616.9879337,7.469537151,-6.169879337,-304.5397,1034.132285,-0.5125828849
706,Hufflepuff,Michael,Eller,1999-01-08,Left,67125,435.6598272,2.312553334,-4.356598272,-680.9574672,1071.775789,0.493057219
707,Slytherin,Arleen,Oneill,1998-06-12,Right,45096,-518.5517654,-6.165713015,5.185517654,-404.7080475,1050.928743,-1.592304978
708,Gryffindor,Alina,Gilbertson,1998-06-21,Right,,447.6351232,-6.031394389,-4.476351232,-602.4901458,957.1391802,-0.7254663469
709,Gryffindor,Daisy,Starnes,1999-01-20,Left,37542,654.36522,-8.265147729,-6.5436522,-649.4997111,915.5861734,-0.4779249532
710,Ravenclaw,Gustavo,Mack,1999-07-29,Right,29842,-424.3967187,5.062319999,4.243967187,211.6271903,1047.109354,0.1587869045
711,Ravenclaw,Paris,Mahoney,2001-10-28,Left,70141,-502.2013065,6.054144839,5.022013065,554.221091,1031.556183,-0.1617456783
712,Gryffindor,Young,Duke,1997-09-26,Left,25078,492.9518609,-4.671528614,-4.929518609,-316.0662041,,-0.3596353846
713,Ravenclaw,Marybeth,Powell,2000-10-10,Right,72445,-713.609085,3.586518774,7.13609085,605.9923259,1044.792243,-0.02667750476
714,Slytherin,Alton,Ernst,2000-11-29,Right,63213,-450.3670469,-5.678248374,4.503670469,-530.3638446,1058.128111,-0.8566192948
715,Slytherin,Murray,Bagley,1998-11-10,Left,67601,-480.9750831,-8.713620342,4.809750831,-548.6414893,1070.959224,-0.8126689184
716,Hufflepuff,Bobby,Benefield,1999-02-10,Left,27472,707.6035659,4.258666403,-7.076035659,-275.9053403,1034.78043,0.8395730044
717,Hufflepuff,Lorna,Metzler,1997-11-24,Left,62686,417.0379177,3.64954354,-4.170379177,-587.151408,1060.660148,-0.8407705631
718,Ravenclaw,Sherman,Dallas,2001-01-21,Left,31884,-541.8154293,3.663288247,5.418154293,431.3595491,1070.685389,-0.2081668958
719,Gryffindor,Nelly,Bender,2001-04-12,Left,64641,415.9631447,,-4.159631447,-645.3819026,940.4851599,0.3957432158
720,Gryffindor,John,Coombs,1998-06-12,Left,67762,460.9915653,-3.10641607,-4.609915653,-355.0027707,950.7265725,0.6370680454
721,Ravenclaw,Rosalinda,Ketchum,1998-10-20,Right,63271,-586.1417787,7.379970054,5.861417787,486.8535775,1051.967702,-0.7325809529
722,Slytherin,Mckinley,Padilla,1998-01-11,Left,45029,-562.4312286,-6.68497009,5.624312286,-642.1608178,1063.267752,0.7748587428
723,Hufflepuff,Maria,Strain,1997-06-20,Left,39664,584.3574778,5.307487366,-5.843574778,-483.6944279,1037.530461,-2.665338302
724,Slytherin,Helga,Joiner,1997-09-10,Right,46152,-535.7739652,-7.003963331,5.357739652,-491.8268529,1041.230838,0.6492821445
725,Hufflepuff,Jacquelyn,Crawford,2000-04-20,Left,31603,559.3406784,8.270781786,-5.593406784,-351.7396432,1027.029157,1.141957327
726,Slytherin,Latanya,Pinkston,2000-03-17,Right,39477,-473.7740774,-3.01791282,4.737740774,-553.0941712,1094.460614,0.4500431613
727,Ravenclaw,Bryant,Swearingen,1997-12-11,Left,62589,-537.8282535,,5.378282535,500.5897456,1041.37344,-0.5642474455
728,Gryffindor,Ruby,Delagarza,1998-04-20,Right,54596,463.8695748,-4.89958798,-4.638695748,-505.508476,948.5814678,0.8240197252
729,Ravenclaw,Myron,Lange,1997-04-18,Right,45055,-324.6494895,5.017048203,3.246494895,525.0737932,1069.038389,0.245330102
730,Ravenclaw,Dennis,Rupert,1999-05-30,Right,55550,-294.3811707,5.80375751,2.943811707,486.2685275,1054.045535,-1.423479002
731,Ravenclaw,Sonya,Ford,2000-04-07,Left,60978,-536.7252706,6.082425397,5.367252706,498.4267376,1059.354331,-0.3923915272
732,Slytherin,Waldo,Osborn,2000-08-06,Left,57294,-388.8905528,-3.514745789,3.888905528,-343.5487563,1033.873146,0.4893210388
733,Hufflepuff,Lauri,Holbrook,2001-04-10,Right,68802,423.5333036,3.08764405,-4.235333036,-457.8163756,1051.808237,0.2076954319
734,Slytherin,Johnny,Iverson,1998-04-18,Right,29614,-643.847283,-4.325073332,6.43847283,-467.3568934,1047.296153,-1.146717726
735,Gryffindor,Carter,Costa,1999-07-16,Left,,,-4.352975181,-5.199247702,-664.9791729,957.4883075,1.112509525
736,Gryffindor,Mercedes,Cullen,1997-07-18,Right,64225,462.3719187,-6.725379032,-4.623719187,-833.5326244,915.7574879,-0.2137719073
737,Slytherin,Luella,Pease,1997-09-23,Right,53234,-450.3591272,-5.508784168,4.503591272,-204.0896383,,1.33111495
738,Hufflepuff,Vickie,Sharpe,2000-06-07,Left,74747,310.0582829,4.973182524,-3.100582829,-654.5640849,,-0.1575282958
739,Gryffindor,Flor,Vick,2000-09-20,Left,36050,311.2375586,-8.420350593,-3.112375586,-430.9799481,944.116707,0.5994341219
740,Hufflepuff,Garry,Sonnier,1997-01-10,Right,34595,637.6831648,2.269484261,-6.376831648,-362.2126039,1034.971917,0.09294221505
741,Hufflepuff,Jimmie,Gall,2000-02-09,Left,48238,446.4759436,4.196043073,-4.464759436,,1054.949651,1.323304359
742,Hufflepuff,Hassan,Hoyle,2001-09-10,Right,49231,616.402244,5.014411767,-6.16402244,-582.1055937,1061.361749,-1.115744751
743,Ravenclaw,Robt,Spence,1997-03-18,Left,49965,-764.4022977,6.360130079,7.644022977,511.1493968,1044.022484,-0.2461298278
744,Gryffindor,Rosalba,Timmerman,1998-01-04,Right,49913,794.9029895,-2.214985058,-7.949029895,-767.7463351,934.3434144,1.337030978
745,Ravenclaw,Cindi,Connor,1999-08-28,Right,64061,-534.6537869,2.245071928,5.346537869,579.4951776,1062.873884,0.5756285329
746,Ravenclaw,Sung,Poindexter,2000-04-15,Right,101374,-460.8951022,2.169712537,4.608951022,477.310488,1030.982639,-0.02251487821
747,Slytherin,Alva,Morrow,1998-09-04,Left,38216,-633.1269416,-4.261208644,6.331269416,-614.9508082,1036.495541,0.4387467517
748,Hufflepuff,Malcolm,Mcqueen,1997-01-02,Right,24891,767.3346022,4.899694554,-7.673346022,-170.4219886,1024.139152,0.43429059
749,Ravenclaw,Corinne,Ashworth,1998-05-20,Right,33907,-442.7719665,4.072104183,4.427719665,206.9543778,1040.167935,-1.208087672
750,Hufflepuff,Renate,Goff,1998-11-05,Left,64294,437.3811654,6.623409622,-4.373811654,-509.9897701,1047.52345,0.8843715403
751,Ravenclaw,Colin,Lash,2001-10-18,Left,41272,-383.168033,6.820773232,3.83168033,540.8527954,1069.827864,1.132908614
752,Hufflepuff,Granville,Allen,2000-04-01,Left,55032,366.4116808,5.4014849,-3.664116808,-245.2695322,1033.612924,
753,Hufflepuff,Megan,Eubanks,1998-09-12,Left,31374,481.9189693,9.069076806,-4.819189693,-211.2937183,1012.217852,-0.1333249945
754,Gryffindor,Leanna,Mclain,1999-09-14,Left,53235,199.3109118,-5.640473072,-1.993109118,-913.9943802,974.9859944,1.077670584
755,Gryffindor,Kimberley,Sharpe,1996-12-06,Right,39991,270.7410419,-6.783144006,-2.707410419,-1043.961527,906.6273197,-1.749460045
756,Hufflepuff,Ora,Farley,2000-10-27,Left,46646,562.3227611,3.726372797,-5.623227611,-535.4008979,1060.935016,0.1669957267
